customer_id,recency_days,frequency,monetary
15661,317,8,1215.95
17410,16,5,1214.72
18263,25,3,1213.16
16872,77,6,1213.13
12711,611,2,1213.05
13918,49,2,1212.84
16653,16,2,1212.66
15377,382,4,1211.75
14193,67,3,1210.19
12364,7,4,1208.1
17653,36,4,1207.56
16830,38,4,1207.5
18193,165,3,1207.35
16762,19,3,1207.24
12742,625,1,1201.52
12426,194,2,1201.21
12463,53,4,1200.78
17360,17,6,1200.51
15181,66,5,1200.2
15600,428,4,1199.31
13405,204,5,1198.81
17397,22,3,1198.28
12629,385,2,1198.22
17713,382,4,1198.09
12372,71,3,1196.04
14446,0,5,1195.48
16307,429,3,1194.92
15145,4,4,1194.73
13723,217,6,1194.08
14382,26,2,1193.63
14201,60,10,1193.54
12611,52,1,1193.32
13293,392,6,1192.94
13976,206,4,1192.36
14213,404,1,1192.2
16501,383,1,1191.23
13882,2,5,1191.13
16471,274,4,1189.98
17239,312,4,1189.45
14275,395,6,1189.38
18181,24,5,1188.34
15737,14,8,1188.12
17800,37,9,1186.21
13388,131,3,1185.65
18060,408,2,1185.46
14206,239,3,1185.01
15259,512,4,1182.38
17021,442,6,1182.22
12818,261,1,1182.08
13526,738,2,1182.0
15573,31,5,1180.47
13395,185,3,1180.23
18277,58,5,1180.05
17058,81,3,1179.89
16614,182,3,1179.79
16693,68,5,1179.48
13797,436,3,1179.45
16345,44,2,1178.79
18025,379,6,1177.72
13233,74,4,1176.46
15210,225,3,1176.19
14370,450,6,1175.78
15994,54,3,1175.68
12885,63,3,1175.22
15068,46,4,1174.9
12526,0,3,1172.66
14126,7,4,1172.46
18071,257,6,1169.68
16926,371,5,1169.61
18057,393,3,1168.14
17373,40,7,1167.5
13497,282,6,1166.83
17950,72,7,1166.29
17664,18,4,1166.23
14693,264,7,1165.36
17828,22,4,1165.09
14261,50,2,1163.45
16800,11,1,1162.65
15347,366,4,1162.0
17525,359,3,1161.9
17539,628,3,1161.84
12972,413,4,1161.2
13897,50,3,1160.72
13459,624,2,1160.41
15088,21,2,1160.07
13601,45,4,1159.99
17978,365,4,1159.99
16838,197,4,1159.61
15108,141,3,1159.25
13499,17,5,1159.11
17513,72,3,1158.8
16184,64,6,1158.79
17169,57,3,1156.73
14788,7,3,1156.32
17127,428,5,1155.03
16637,32,4,1154.47
15064,410,4,1154.41
13462,252,5,1153.85
14818,73,6,1153.56
14475,71,4,1151.15
17984,145,5,1148.69
15038,58,9,1146.53
16766,273,2,1145.6
17477,612,2,1144.3
12769,238,1,1143.6
17097,2,9,1143.36
14585,50,5,1143.27
17770,198,5,1143.27
12439,682,2,1142.88
17908,373,5,1142.47
13856,168,11,1142.03
16270,353,1,1141.24
12673,5,3,1140.02
12689,25,2,1139.61
15586,592,3,1139.1
17500,17,3,1138.0
15879,404,4,1137.8
12402,323,6,1136.9
16521,415,3,1136.36
17302,14,5,1135.63
17866,142,3,1134.95
13109,59,3,1134.03
15022,11,5,1133.44
16989,7,6,1133.25
17201,53,4,1132.6
18125,29,4,1131.75
15500,8,4,1131.56
13393,583,4,1131.45
15695,266,4,1131.04
17622,597,2,1130.21
13447,23,3,1129.14
13145,39,7,1128.52
14450,180,7,1128.44
14671,549,2,1127.45
15969,2,5,1127.05
12605,376,3,1124.95
16306,213,7,1124.72
14479,253,4,1124.71
13778,103,4,1124.49
14917,596,2,1123.75
17492,248,3,1122.42
13486,78,3,1122.41
15882,198,8,1122.38
17562,14,7,1122.38
18218,211,4,1121.84
13589,14,6,1120.74
16955,184,6,1120.31
17007,50,7,1120.1
16354,63,5,1119.46
17423,46,3,1118.95
16278,100,3,1117.84
16769,260,4,1117.05
14080,32,5,1115.68
12591,317,3,1114.95
13167,18,5,1113.15
14672,234,4,1113.14
17788,73,2,1112.95
16139,18,5,1111.15
15069,179,1,1109.53
16702,415,4,1109.53
15559,568,1,1109.4
15828,375,1,1108.82
13091,28,2,1108.8
15933,21,3,1107.46
14375,185,3,1106.82
14891,148,4,1106.73
14102,5,5,1105.88
12434,84,3,1103.43
16430,57,6,1102.94
16895,64,5,1102.9
13295,359,4,1101.97
14948,23,6,1101.97
15574,177,6,1101.44
16014,37,5,1100.28
14009,198,3,1099.91
17137,416,6,1099.81
13509,8,7,1099.72
14971,35,3,1097.98
13835,25,7,1095.27
17703,35,4,1094.84
15745,19,4,1094.59
14460,110,9,1093.5
12866,283,3,1092.35
17726,395,7,1092.06
14199,218,4,1091.7
16211,88,3,1090.59
13853,57,1,1090.14
15254,127,3,1088.35
16188,44,5,1087.66
16223,374,2,1087.05
15763,31,2,1086.92
14139,46,4,1086.8
13546,12,5,1086.24
16298,22,7,1085.7
14013,110,5,1084.57
16533,19,3,1082.81
14805,15,7,1082.55
14083,4,11,1082.19
14561,75,3,1080.76
13744,95,2,1080.52
12394,63,2,1080.48
13726,38,2,1079.66
14343,421,4,1079.66
12354,232,1,1079.4
13567,428,4,1079.29
15546,606,2,1079.1
14352,157,4,1078.96
13656,164,4,1078.85
16183,67,4,1077.81
16642,4,3,1077.45
17366,432,2,1077.24
16071,44,4,1076.8
16805,173,4,1076.34
13607,40,2,1075.81
15912,178,9,1074.7
16231,379,4,1074.47
13727,28,8,1074.15
12639,238,3,1072.37
15238,29,3,1071.99
13467,10,2,1071.91
16593,50,8,1071.14
14484,50,4,1070.98
16884,37,4,1070.97
13521,1,3,1070.47
17871,204,5,1068.95
17854,185,6,1068.5
16386,28,3,1068.16
15436,12,3,1067.75
15626,74,3,1067.52
17522,1,5,1066.15
12475,53,2,1065.64
17277,227,2,1065.35
15639,134,3,1065.08
13959,79,6,1064.77
14488,67,1,1064.28
14966,14,6,1064.26
15801,46,3,1063.95
12936,17,4,1063.9
17849,218,8,1063.76
14411,310,1,1063.0
15706,63,4,1060.56
17727,15,1,1060.25
17421,386,3,1059.41
18130,15,3,1059.39
17214,60,6,1059.12
12717,151,3,1058.91
14734,425,4,1056.42
13065,373,5,1055.05
13140,108,5,1054.92
15645,18,3,1054.75
15977,17,2,1054.73
15886,60,4,1052.87
15855,136,6,1052.72
14947,72,6,1049.79
13775,590,1,1049.66
17934,51,3,1049.15
16391,400,4,1048.86
15839,33,3,1048.49
16728,46,4,1048.28
17578,218,7,1047.33
17474,599,1,1047.0
15407,33,4,1046.74
15091,67,3,1046.61
17555,19,5,1045.74
14108,30,4,1044.96
15464,338,1,1044.65
12691,28,6,1044.4
15535,173,6,1044.37
15026,80,5,1044.09
16903,29,3,1041.75
16991,421,1,1041.21
16261,17,6,1041.16
13613,452,5,1039.85
12648,154,4,1039.0
13873,119,8,1038.92
17042,2,5,1036.58
14902,25,3,1035.62
17926,133,5,1035.49
16260,50,1,1035.45
17724,71,3,1033.0
14248,318,3,1032.95
13000,106,4,1032.5
17405,1,3,1031.41
13235,212,1,1031.07
12630,9,2,1030.88
16198,75,2,1030.04
16418,44,5,1028.74
15333,208,1,1028.56
16682,4,5,1028.0
16227,225,3,1027.22
15887,406,3,1027.15
15003,473,6,1027.03
17749,178,3,1026.18
16160,65,2,1025.44
13602,64,4,1025.17
17310,387,2,1025.1
14204,2,4,1024.83
17362,239,7,1024.04
12616,95,3,1023.1
12710,96,3,1023.02
12546,46,2,1021.5
13368,256,4,1021.5
16568,427,2,1020.9
18142,157,2,1019.52
18074,373,2,1019.44
13956,5,5,1019.27
12828,2,6,1018.71
16284,31,3,1018.48
12905,576,2,1018.42
12803,393,1,1017.81
16787,397,4,1017.53
15970,303,2,1017.32
13333,411,3,1015.74
14675,16,2,1015.58
16623,245,4,1015.24
13466,184,5,1013.35
16441,67,5,1013.18
15951,8,3,1013.17
16451,87,3,1013.15
17197,29,1,1013.01
17980,165,4,1012.72
14775,58,3,1011.9
13039,584,4,1010.73
16572,127,3,1009.6
13258,11,5,1009.43
16287,169,5,1006.98
13429,10,4,1006.8
15850,19,6,1006.75
13238,17,6,1006.63
15771,604,3,1006.54
13427,19,6,1006.53
13549,25,8,1005.8
13867,31,3,1005.09
14214,30,5,1004.38
18160,57,3,1003.88
16435,512,3,1003.07
12446,57,1,1002.31
13857,393,6,1000.91
15508,189,6,1000.27
18143,116,2,1000.16
13005,173,4,999.68
17205,53,3,999.35
17329,14,5,998.53
17631,1,7,998.49
13965,476,3,996.61
16699,380,7,994.6
12640,23,3,994.58
13292,38,5,994.51
17237,11,4,994.13
15104,196,2,993.54
17299,11,6,993.23
14223,92,3,991.13
13559,512,2,990.0
13245,50,2,989.22
17883,3,7,988.42
15176,667,1,988.04
16130,422,4,987.48
18237,2,5,987.1
13439,255,3,986.61
12862,425,2,984.62
17144,1,2,984.57
15109,245,3,983.1
12534,130,1,981.18
14510,375,3,979.85
14230,435,3,979.8
12722,85,4,979.63
17369,455,1,979.2
14157,19,5,978.69
15132,18,5,977.93
14454,376,5,977.3
17221,7,5,976.62
15247,122,3,976.06
15406,31,4,975.87
17456,365,2,975.56
12915,148,4,975.1
16376,8,2,974.96
15449,26,3,974.52
12994,4,3,974.42
17958,116,2,973.88
16009,22,4,972.11
14350,274,3,972.03
15025,33,2,971.84
17100,18,2,971.74
15208,1,6,970.52
18006,23,4,969.51
13223,200,6,969.12
14953,25,4,968.82
16254,378,3,967.44
17123,161,3,966.67
13204,731,1,966.66
14138,1,2,965.88
17987,185,5,965.44
15084,379,2,965.2
16763,198,2,964.7
12716,3,2,963.49
15028,8,6,962.94
12580,246,2,962.9
15268,478,3,961.9
15156,1,3,961.49
16518,61,4,959.37
18192,71,1,957.97
17080,22,7,957.53
12464,10,8,957.05
17172,78,3,956.57
16141,88,2,955.94
12990,31,7,955.5
14629,4,2,955.26
15430,467,2,954.75
15835,44,4,954.09
17189,106,5,953.63
17420,50,6,953.58
16535,5,2,952.04
14615,394,5,951.76
12679,58,4,951.02
17955,198,6,949.9
12767,375,1,949.82
17081,25,6,949.39
13046,30,3,949.25
13636,36,5,949.12
15177,425,1,948.93
12822,70,2,948.88
12355,214,2,947.61
17516,15,6,947.5
12403,49,2,947.36
16136,59,4,946.8
16947,235,4,946.71
16861,59,5,946.59
17356,311,5,946.47
16146,157,4,946.38
18217,29,4,945.04
17544,390,3,944.82
13261,268,2,944.1
16203,58,6,943.84
13359,63,2,943.31
14994,382,5,942.77
16199,392,7,942.75
17604,217,6,942.38
13641,640,4,942.37
15385,40,3,942.08
14958,147,6,941.99
14326,242,3,940.98
13416,43,3,940.8
13936,179,3,939.66
16109,218,3,939.48
17527,53,4,939.37
17298,101,5,938.36
12462,18,2,937.59
17020,542,2,935.62
14140,3,2,935.05
15792,399,2,933.84
15787,26,3,933.26
16661,540,4,932.76
18154,3,5,932.6
18133,212,1,931.5
12396,674,1,931.43
13465,446,2,931.12
14924,245,3,931.01
15723,364,4,930.7
14338,161,3,928.1
12373,311,3,927.65
13288,443,5,927.61
15243,74,2,927.28
17805,73,2,927.03
12728,71,5,926.17
16975,423,3,926.12
12745,486,3,925.41
13805,52,2,924.6
14128,60,3,924.21
18001,12,6,924.14
16643,245,2,923.11
17322,376,5,922.59
15654,9,2,922.53
13122,94,2,922.39
17472,191,4,922.35
16362,32,6,922.16
13934,263,1,922.1
15576,37,1,921.37
15957,31,3,921.25
14272,73,4,920.81
14605,374,4,920.71
17363,395,3,920.46
12998,492,3,920.08
14568,435,1,919.7
13075,129,1,919.61
13872,527,3,919.57
16204,23,3,918.71
14342,21,6,918.44
12368,628,1,917.7
14061,507,3,917.43
14015,52,1,917.34
12486,431,1,917.28
15707,35,4,916.98
14423,218,3,916.61
14839,418,3,915.28
14141,2,4,915.13
16216,267,1,914.93
14549,311,4,913.6
15364,95,2,913.19
12572,8,2,912.42
14359,19,3,912.18
15244,65,3,912.08
17812,12,7,911.99
16034,196,6,911.32
14289,8,6,911.26
14133,129,4,911.14
16138,378,3,910.35
13038,80,3,908.46
15097,4,3,908.35
17464,158,3,907.14
14714,24,4,906.24
14969,703,1,906.23
12642,25,3,905.26
12785,364,3,904.4
17746,240,4,904.18
13573,50,6,903.07
17176,201,3,902.32
17382,65,8,902.28
13548,96,3,901.44
15511,11,5,900.53
12945,288,2,900.11
12940,54,2,899.69
16834,227,2,898.96
15710,417,1,898.87
12703,71,4,898.53
15992,3,3,896.6
16916,23,4,896.12
12503,584,1,896.0
16122,73,6,895.62
17226,308,3,895.47
15211,60,2,894.41
12811,261,4,893.9
15066,53,1,893.59
17155,17,7,892.46
16784,19,5,892.33
16442,1,5,891.98
15393,16,5,891.34
16361,9,4,891.21
12652,331,2,891.03
14065,389,3,891.02
15824,453,2,890.94
14813,369,4,888.91
15525,2,4,887.72
17537,29,2,887.67
15900,23,4,886.57
16228,385,3,885.71
16898,26,5,885.21
17704,168,2,885.19
17062,313,6,884.71
17708,187,4,884.18
12525,498,3,883.73
18141,401,2,882.47
16387,322,5,882.46
17480,77,2,882.23
16900,16,3,882.16
15907,3,3,881.87
16385,60,5,881.35
17143,417,2,880.97
16677,411,2,880.62
13937,169,2,880.13
13350,16,2,879.12
14551,18,7,878.09
14612,415,1,877.7
15653,92,2,877.44
14645,156,3,876.89
17864,12,5,876.57
13768,726,2,875.97
13166,283,2,875.93
14681,71,6,875.15
12421,15,6,874.6
16513,4,4,874.59
16657,9,4,874.43
15469,50,3,874.25
12874,385,2,873.42
14437,365,5,873.34
12675,553,2,873.25
12801,500,1,871.82
17361,49,5,871.79
12413,66,4,871.45
15224,358,5,871.36
13200,19,4,870.09
17566,8,2,869.77
13376,99,3,869.76
14753,87,2,869.51
16948,138,7,868.77
16357,33,4,868.37
17167,379,3,867.11
16567,194,2,865.6
13922,351,3,865.2
14600,305,2,865.17
14931,4,4,864.68
12815,147,2,863.46
16668,15,13,862.42
17358,303,5,861.01
12794,53,2,860.41
13339,200,1,860.12
14372,443,2,860.08
13891,378,3,859.21
15870,32,4,857.46
15287,22,5,856.03
17161,444,1,856.01
15542,512,3,855.71
17064,58,3,855.45
12878,236,2,854.99
13945,394,2,854.15
14873,210,2,854.13
14686,414,5,852.53
15266,338,5,852.21
16070,22,2,852.15
13991,12,6,851.88
13479,200,4,851.37
16020,16,3,851.01
18108,254,3,848.81
15264,64,2,848.4
15784,467,2,848.33
14202,381,3,847.76
13487,57,5,846.87
16877,12,6,846.62
13970,386,2,846.55
13996,386,2,845.76
14803,162,3,845.55
13221,240,2,844.86
16500,4,9,843.91
14922,393,2,843.74
16344,158,4,842.42
16846,50,3,842.41
17638,647,2,842.4
16810,192,2,842.04
14862,25,2,841.2
12541,29,3,841.18
16798,554,3,841.16
12891,185,11,840.5
12543,448,1,840.25
13169,63,3,840.08
14355,365,3,840.05
18247,414,3,839.73
15713,143,4,839.64
13940,17,4,839.14
14037,176,6,836.95
15832,254,1,836.79
14929,32,2,836.69
13795,388,4,836.3
16747,37,2,836.06
13386,414,2,835.46
16737,53,2,835.2
15190,434,1,834.44
16863,31,3,834.27
16644,177,2,833.78
12903,428,1,833.53
12545,75,2,832.39
13175,582,2,831.45
15766,64,3,831.06
15759,218,7,830.93
16924,21,3,829.89
14087,2,3,829.47
14851,23,3,829.41
12953,9,2,828.81
15617,396,3,828.55
17003,402,4,828.21
13681,17,4,827.83
17332,528,5,827.77
17045,113,5,827.68
13810,28,2,827.51
16494,296,1,826.53
17880,364,3,824.92
12550,79,1,824.83
13513,126,3,824.59
15107,311,9,824.35
14260,471,3,824.28
16264,438,2,823.53
15137,520,2,823.4
14508,22,5,822.92
15847,38,5,822.57
16164,17,3,822.48
16680,43,3,821.45
16246,459,2,821.35
13893,297,1,821.1
15314,199,3,820.45
16135,262,2,819.45
17683,385,3,819.01
16048,373,4,818.79
13612,632,1,818.29
14890,253,3,817.25
16869,22,4,817.12
15180,367,3,816.93
16943,211,3,816.73
14872,483,3,816.6
13514,73,4,815.9
15399,1,3,815.77
14556,596,3,815.69
14624,57,6,814.07
17869,107,7,813.64
16621,51,4,813.48
16460,28,3,811.23
15483,161,10,810.68
16624,80,2,810.57
13045,99,3,808.92
15533,19,3,807.57
17495,7,3,806.72
18248,122,2,804.02
16469,23,5,803.9
15644,166,4,803.54
13637,52,3,803.05
18265,72,2,801.51
16127,39,2,801.31
17114,5,8,801.12
17023,417,3,800.18
13720,116,4,799.9
12787,9,4,799.18
13041,450,4,799.13
17251,362,3,798.98
16438,5,5,798.35
13389,11,3,797.96
15309,610,4,797.96
17281,374,6,797.85
15637,52,5,797.59
16155,381,5,796.9
15304,60,9,796.4
15396,112,2,796.38
16952,109,5,795.83
18084,16,3,795.23
13336,77,1,795.12
15831,58,3,794.64
16961,116,3,794.56
12713,0,1,794.55
17212,253,3,794.41
13296,137,6,792.51
14022,225,2,792.15
12680,0,4,790.81
13484,241,3,790.72
13544,39,6,790.2
14656,169,5,790.0
13016,73,3,789.89
16759,7,3,789.79
16472,434,2,789.6
15448,312,2,788.81
17952,378,4,788.46
14557,85,1,788.38
17817,4,6,788.15
14513,100,6,788.01
13323,3,5,787.85
16468,74,3,787.52
12505,408,1,787.2
13212,19,3,786.83
12781,63,2,786.74
14463,98,4,786.57
16739,176,2,786.43
13770,422,4,785.37
13541,427,2,785.25
15646,157,5,784.81
15806,46,3,784.58
13595,516,3,784.48
13415,472,4,784.17
15714,11,5,783.96
16836,39,4,782.37
15952,33,4,781.91
17255,40,4,781.7
13453,165,3,781.69
13287,603,3,781.59
15679,24,4,781.28
15239,10,2,780.59
13502,16,5,780.5
15246,238,3,780.4
18228,56,2,779.9
13781,250,3,778.83
14815,36,2,778.5
16958,435,1,778.49
14690,44,4,777.68
16505,31,1,777.6
13563,84,2,777.53
13745,162,2,777.36
15837,64,2,777.01
15794,736,2,777.0
15618,32,4,776.85
17194,360,2,776.66
14997,46,4,776.6
15092,215,3,776.46
15743,16,4,775.96
13314,1,3,775.94
13341,260,1,775.85
17482,487,2,775.64
15414,9,3,774.9
14976,57,6,774.86
15773,5,2,774.52
18058,9,3,774.06
12410,308,3,773.71
18112,12,4,773.36
16565,364,4,773.05
15075,77,1,773.03
17349,179,5,772.41
17801,451,3,770.03
14838,423,2,769.92
12965,89,1,769.81
16480,75,1,769.29
12923,64,3,769.17
16978,77,3,768.88
13980,60,5,768.82
13356,80,1,768.24
15331,499,3,767.91
13712,246,2,766.42
15921,172,4,765.61
12991,23,3,764.82
14413,362,4,764.52
13699,155,2,764.15
16602,36,2,763.33
17466,10,2,763.28
15428,15,4,762.75
13598,47,5,761.96
14883,18,6,761.59
17425,19,2,759.17
18246,23,3,758.82
15908,490,2,758.62
15568,2,3,758.29
12697,28,3,757.59
13034,54,3,756.82
14176,297,5,756.46
16411,19,4,756.39
16392,269,3,755.45
16262,378,1,755.15
13370,371,1,754.87
16892,1,7,754.75
18104,37,1,754.64
14234,22,4,754.12
14247,278,5,753.56
18034,21,3,753.35
17579,4,4,753.28
14998,170,4,753.18
15006,51,2,752.83
13730,135,2,752.6
12772,59,1,752.47
13030,11,2,752.44
13070,192,4,751.7
14923,50,1,749.1
16972,382,2,749.0
12808,36,5,748.7
14048,305,3,748.69
15656,45,4,748.5
13108,372,2,748.46
17387,19,2,746.81
14942,401,4,746.56
17889,212,7,746.42
17760,21,6,746.39
14050,31,2,746.36
16465,420,2,746.24
18190,192,5,745.62
12793,334,3,745.53
14228,437,3,745.5
13950,11,4,745.06
13236,24,2,744.85
12871,84,3,744.02
13354,71,1,743.53
17038,30,2,743.17
16730,52,3,743.11
15420,434,6,743.0
14302,430,3,742.9
18275,578,2,741.85
13721,36,2,741.54
13713,408,3,740.76
14104,154,5,740.53
15720,24,2,739.22
12440,462,2,739.2
15070,372,3,737.05
15462,94,4,737.05
16075,502,2,736.93
15988,19,3,736.39
16806,103,4,736.21
17461,22,3,735.82
15045,151,2,735.66
13286,600,1,734.91
15938,112,9,734.81
17616,173,4,734.4
12628,4,3,732.46
13575,23,5,732.07
13780,7,3,732.07
12696,434,2,731.91
17548,233,4,731.26
17681,597,5,731.2
14778,127,2,730.86
13921,402,4,730.7
13452,259,3,729.8
12925,4,3,729.33
15872,14,4,729.25
17979,35,4,729.01
18163,584,1,728.84
17756,375,3,728.75
17547,375,2,727.85
17141,418,4,727.58
17374,218,3,727.11
16447,135,3,727.1
18078,217,4,725.53
13569,17,4,725.04
18187,631,1,724.89
13729,435,3,724.73
14798,52,8,724.31
15368,21,2,722.74
13264,442,1,722.56
17615,130,6,721.8
13441,91,2,720.9
16023,46,3,719.81
12588,39,3,718.78
13537,425,2,717.85
13604,658,1,717.62
16269,437,1,717.57
12527,81,5,717.51
12573,227,5,717.41
17860,368,4,717.39
16526,171,2,717.21
15274,4,2,716.57
12535,91,2,716.35
12792,256,2,715.01
15330,32,2,714.96
12632,520,2,714.88
13512,260,4,713.39
14026,470,2,713.11
12761,464,1,712.95
13147,10,4,712.8
17761,32,1,712.78
14470,11,3,712.04
15127,65,2,711.5
13103,39,3,709.64
13057,530,3,709.59
13927,74,2,708.26
12485,529,1,708.1
14398,401,2,707.79
16449,197,2,707.69
12453,134,1,707.09
12723,3,5,707.07
13626,252,2,707.04
16309,106,2,706.57
17051,194,4,706.49
12890,24,2,706.02
16364,11,2,705.79
16882,66,3,705.12
16015,3,3,704.26
12883,24,4,703.47
15103,31,2,703.36
12730,521,1,703.25
17561,19,4,703.02
14699,214,4,702.6
16997,288,3,702.0
17825,598,4,701.96
14324,409,2,701.61
14179,40,2,701.57
14356,79,2,701.23
13833,159,2,700.41
12427,21,3,699.8
17163,21,4,699.78
13242,112,7,699.4
16018,39,4,698.13
14497,309,2,697.06
16415,44,3,696.76
15700,172,2,696.68
14959,64,4,695.42
13101,234,4,695.4
15995,414,1,694.54
15053,4,3,693.95
14111,14,4,692.85
17198,23,3,692.22
17733,38,2,692.19
14880,77,3,690.59
16545,164,2,689.82
17834,414,2,689.67
12735,315,2,689.57
17502,9,4,689.1
15361,361,4,689.07
12504,18,4,689.05
12450,156,5,688.2
18017,81,4,688.0
14809,621,2,686.76
13898,325,2,686.4
16824,15,3,686.24
15257,283,2,685.9
15219,176,2,685.45
15184,29,4,685.39
13585,530,3,684.54
15669,40,4,684.34
15207,416,3,683.92
17874,185,6,683.46
16885,15,4,683.35
17935,138,7,683.24
14222,177,1,683.17
15582,24,3,682.91
13987,379,2,682.54
12465,17,2,682.19
12638,33,2,681.49
18271,609,2,680.85
18082,25,1,680.84
16658,368,5,680.83
13524,40,5,680.18
13809,305,3,679.7
13430,18,2,679.45
14151,673,2,679.45
17782,382,2,679.02
16646,449,1,678.8
14182,443,4,678.77
13255,9,3,678.76
13925,92,4,678.25
15363,372,2,678.11
13974,49,2,677.72
13040,8,2,676.99
16601,40,3,675.83
17462,60,2,675.69
18156,12,2,675.64
12942,131,3,675.6
13325,81,1,675.3
13355,122,1,674.7
13951,176,3,674.45
14504,47,4,673.26
16648,42,3,672.8
16226,203,5,672.17
17011,30,3,671.7
15562,351,3,671.43
14142,373,2,671.34
17709,169,5,671.01
13398,192,2,670.34
17418,42,3,670.06
12786,609,1,668.5
13741,71,3,668.43
12612,74,1,668.04
15901,16,6,667.89
18123,24,3,666.64
13217,122,4,666.48
17962,142,4,665.91
17105,159,2,665.78
15973,366,2,665.62
16132,544,2,664.2
16704,618,2,664.16
13596,5,2,664.11
15643,191,3,664.0
14720,5,3,663.81
16573,84,2,663.61
16679,366,3,663.31
12837,173,2,662.66
13864,386,1,662.4
16862,547,4,662.33
14425,434,3,661.39
13028,22,2,661.32
17375,199,4,660.55
14603,274,1,660.0
15405,189,2,659.84
15492,28,2,659.46
13759,33,2,659.41
13622,696,1,658.95
14452,10,4,658.95
14150,35,2,658.64
13433,501,4,658.32
16887,35,3,658.17
15715,555,5,658.02
16696,135,4,657.9
17852,11,5,657.81
17459,43,2,657.3
12791,373,5,656.83
16157,15,3,656.69
16708,45,1,656.63
14558,654,3,655.5
16117,189,3,654.4
17398,114,3,653.38
13496,10,2,653.33
18121,149,2,653.3
15205,85,2,653.24
13820,418,3,652.75
17523,11,4,652.74
17572,71,10,652.21
13840,416,1,651.4
17371,17,6,651.37
16056,45,1,650.75
16969,39,3,650.41
17779,21,3,650.32
14034,22,3,648.89
12844,29,4,648.6
16495,3,3,648.26
17777,24,3,647.56
16734,52,3,646.76
13474,236,3,646.59
15945,365,4,646.27
15012,53,3,646.26
14024,121,3,645.74
17380,434,3,645.0
16185,16,3,644.72
17312,138,3,644.3
17963,471,4,643.16
13237,387,1,643.0
15297,10,3,641.94
14537,57,2,641.4
13318,1,3,640.76
12538,29,2,640.45
12880,381,2,640.13
15183,547,3,639.93
15648,204,2,639.5
17998,380,3,639.24
16428,413,3,638.49
17691,358,4,637.55
14664,19,2,636.24
15829,99,2,636.14
16534,642,1,635.9
17334,302,3,635.15
14365,394,2,634.68
14219,4,3,633.83
15666,472,2,632.94
13540,467,3,632.39
18183,227,2,632.07
12658,18,1,632.05
13822,5,2,632.0
17985,22,1,631.35
13706,302,2,631.17
16193,236,2,630.43
13525,14,2,628.78
14283,463,4,628.44
16399,19,3,628.42
16158,522,9,628.32
13480,416,2,627.82
13518,85,1,627.16
12461,154,1,626.88
14036,284,1,626.65
12519,63,2,626.54
13914,11,2,626.45
14381,52,2,625.94
14793,21,2,625.9
16715,78,2,625.52
14563,509,2,625.42
16330,17,7,625.38
17134,106,3,625.3
16750,44,5,623.93
15147,240,1,623.5
16792,282,5,623.46
16431,213,3,623.28
15258,168,2,623.16
16781,372,2,623.0
14115,501,2,622.67
17430,32,4,622.57
17005,470,2,622.36
18101,11,5,622.01
16368,2,3,621.44
15016,172,5,620.89
13836,399,2,620.37
14339,242,2,620.27
15276,66,4,619.8
13444,374,2,619.08
13020,562,2,618.96
14079,124,2,618.73
16613,70,1,618.59
14455,432,4,617.72
16268,71,2,617.65
15956,551,2,617.6
14377,191,2,617.05
16311,17,2,616.26
17639,276,6,615.17
15275,37,1,615.14
14077,40,6,615.08
16847,43,2,614.89
16566,15,5,614.66
16844,562,2,614.34
16343,16,3,614.12
17035,245,4,613.59
12603,21,1,613.2
14169,430,2,613.11
15362,448,2,613.08
12537,408,1,612.94
12855,372,4,612.84
16116,211,1,612.78
16178,138,2,612.6
16589,71,4,612.36
13008,323,3,612.13
15232,113,2,612.06
16922,572,1,611.08
13731,219,2,610.59
13832,19,2,609.89
14636,36,2,609.85
15748,40,3,609.81
17325,280,3,609.57
17707,185,8,609.3
16675,441,2,608.86
13933,109,2,608.79
12492,63,3,607.21
15717,234,5,607.0
17473,408,2,607.0
17119,3,2,606.91
15158,45,2,606.02
16590,400,2,605.9
17507,261,2,605.58
14323,114,2,605.06
16321,72,7,604.55
12944,35,2,604.51
14611,443,2,604.33
12734,352,3,603.65
13106,133,2,603.46
12707,291,1,603.42
18264,498,1,603.25
16022,260,1,602.63
16080,81,4,602.56
17270,469,2,601.45
14254,432,1,601.03
12420,63,1,600.39
17745,477,2,600.34
13301,103,4,600.19
18211,25,5,600.07
17678,263,2,599.76
12556,50,2,599.56
13311,4,2,598.57
15424,254,3,597.78
14569,1,4,597.33
15631,642,1,596.67
16780,100,3,596.4
15346,332,3,596.12
14965,96,2,596.09
17845,555,4,596.09
17209,649,3,595.7
17658,25,2,595.42
13684,285,4,594.88
14771,621,2,594.62
13558,5,4,594.52
15442,248,1,594.0
15929,644,1,594.0
14746,406,4,593.5
16412,53,5,593.19
18232,81,4,592.97
16776,60,2,592.51
13472,463,2,592.24
17815,393,1,591.96
17156,491,1,591.87
17483,65,4,591.73
15524,24,2,591.4
17098,381,3,591.07
17968,373,4,590.44
13270,366,1,590.0
15160,357,4,589.27
15624,116,4,588.13
15191,463,3,588.05
17890,322,2,586.89
14729,373,3,586.24
14173,10,6,586.0
14023,7,2,584.07
15762,65,2,583.75
17014,8,3,583.43
16001,381,1,583.39
14670,280,3,583.33
16445,33,4,583.16
15918,190,3,582.88
16100,462,1,582.64
16802,679,2,582.61
17099,533,1,582.17
